job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,salary_in_gbp
Data Analyst,Entry-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium,57400.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,318300,USD,318300,United States,Medium,261005.99999999997
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,212200,USD,212200,United States,Medium,174004.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,143200,USD,143200,United States,Medium,117424.0
Business Data Analyst,Mid-level,Full-time,Hybrid,2023,United States,105000,USD,105000,United States,Large,86100.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,168400,USD,168400,United States,Medium,138088.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,105200,USD,105200,United States,Medium,86264.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,220000,USD,220000,United States,Medium,180400.0
Data Analyst,Entry-level,Full-time,Remote,2023,United States,75000,USD,75000,United States,Medium,61499.99999999999
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium,205000.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,186000,USD,186000,United States,Medium,152520.0
Research Engineer,Mid-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Research Engineer,Mid-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium,164000.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,205000,USD,205000,United States,Medium,168100.0
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,215000,USD,215000,United States,Medium,176300.0
Computer Vision Engineer,Senior-level,Full-time,On-site,2023,United States,170000,USD,170000,United States,Medium,139400.0
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium,82000.0
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium,65600.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,162500,USD,162500,United States,Medium,133250.0
AI Developer,Mid-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium,164000.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Medium,94300.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,239000,USD,239000,United States,Large,195980.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,122900,USD,122900,United States,Large,100778.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,237000,USD,237000,United States,Medium,194340.0
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,191765,USD,191765,United States,Medium,157247.3
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,134236,USD,134236,United States,Medium,110073.51999999999
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,190000,USD,190000,United States,Medium,155800.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,112000,USD,112000,United States,Medium,91840.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,105500,USD,105500,United States,Medium,86510.0
Research Engineer,Senior-level,Full-time,On-site,2023,United States,293000,USD,293000,United States,Medium,240260.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,148500,USD,148500,United States,Medium,121770.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,152900,USD,152900,United States,Medium,125377.99999999999
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,117100,USD,117100,United States,Medium,96022.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,173000,USD,173000,United States,Medium,141860.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,113000,USD,113000,United States,Medium,92660.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium,143500.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium,90200.0
Research Scientist,Senior-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium,90200.0
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,205000,USD,205000,United States,Medium,168100.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,149500,USD,149500,United States,Medium,122589.99999999999
Data Analyst,Senior-level,Full-time,Remote,2023,United States,127075,USD,127075,United States,Medium,104201.5
Data Engineer,Senior-level,Full-time,Remote,2023,United States,219535,USD,219535,United States,Medium,180018.69999999998
Data Engineer,Senior-level,Full-time,Remote,2023,United States,146115,USD,146115,United States,Medium,119814.29999999999
Analytics Engineer,Executive-level,Full-time,Remote,2023,United States,221000,USD,221000,United States,Medium,181220.0
Analytics Engineer,Executive-level,Full-time,Remote,2023,United States,153000,USD,153000,United States,Medium,125459.99999999999
Data Analyst,Senior-level,Full-time,On-site,2023,United States,187000,USD,187000,United States,Medium,153340.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,109000,USD,109000,United States,Medium,89380.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,142000,USD,142000,United States,Medium,116440.0
Data Manager,Senior-level,Full-time,On-site,2023,United States,198800,USD,198800,United States,Medium,163016.0
Data Manager,Senior-level,Full-time,On-site,2023,United States,105200,USD,105200,United States,Medium,86264.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,112000,USD,112000,United States,Medium,91840.0
Data Manager,Senior-level,Full-time,Remote,2023,United States,115000,USD,115000,United States,Medium,94300.0
Data Manager,Senior-level,Full-time,Remote,2023,United States,86000,USD,86000,United States,Medium,70520.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,106000,USD,106000,United States,Medium,86920.0
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,280700,USD,280700,United States,Medium,230174.0
Machine Learning Engineer,Mid-level,Full-time,Remote,2023,United States,150450,USD,150450,United States,Medium,123368.99999999999
Data Scientist,Mid-level,Full-time,Remote,2023,United States,93918,USD,93918,United States,Medium,77012.76
Data Scientist,Mid-level,Full-time,Remote,2023,United States,51962,USD,51962,United States,Medium,42608.84
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,257000,USD,257000,United States,Medium,210740.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,222000,USD,222000,United States,Medium,182040.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,133200,USD,133200,United States,Medium,109224.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,221000,USD,221000,United States,Medium,181220.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,147000,USD,147000,United States,Medium,120540.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,238000,USD,238000,United States,Medium,195160.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,156000,USD,156000,United States,Medium,127919.99999999999
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,304000,USD,304000,United States,Medium,249279.99999999997
Data Engineer,Senior-level,Full-time,On-site,2023,United States,183600,USD,183600,United States,Medium,150552.0
Data Specialist,Mid-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium,106600.0
Data Analytics Manager,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium,131200.0
Data Analytics Manager,Senior-level,Full-time,Remote,2023,United States,120000,USD,120000,United States,Medium,98400.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,289076,USD,289076,United States,Medium,237042.31999999998
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,202353,USD,202353,United States,Medium,165929.46
Data Scientist,Senior-level,Full-time,Remote,2023,United States,157750,USD,157750,United States,Medium,129354.99999999999
Data Scientist,Senior-level,Full-time,Remote,2023,United States,104650,USD,104650,United States,Medium,85813.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium,147600.0
Data Scientist,Executive-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium,164000.0
Lead Data Analyst,Mid-level,Full-time,On-site,2023,United States,68000,USD,68000,United States,Large,55760.0
BI Data Engineer,Entry-level,Full-time,Remote,2023,United States,60000,USD,60000,United States,Medium,49200.0
Research Engineer,Entry-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Research Engineer,Entry-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Medium,102500.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,181000,USD,181000,United States,Medium,148420.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,252000,USD,252000,United States,Medium,206640.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,154000,USD,154000,United States,Medium,126279.99999999999
Data Architect,Executive-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,147600.0
Data Architect,Executive-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Data Analyst,Entry-level,Full-time,Remote,2023,United States,64200,USD,64200,United States,Medium,52644.0
Data Analyst,Entry-level,Full-time,Remote,2023,United States,56100,USD,56100,United States,Medium,46002.0
Data Manager,Mid-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium,110700.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,153600,USD,153600,United States,Medium,125951.99999999999
Data Analyst,Senior-level,Full-time,On-site,2023,United States,100500,USD,100500,United States,Medium,82410.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,182500,USD,182500,United States,Medium,149650.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,121500,USD,121500,United States,Medium,99630.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,203100,USD,203100,United States,Medium,166542.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,114500,USD,114500,United States,Medium,93890.0
Data Engineer,Entry-level,Full-time,Remote,2023,United States,92700,USD,92700,United States,Medium,76014.0
Data Architect,Mid-level,Full-time,On-site,2023,United States,167500,USD,167500,United States,Medium,137350.0
Data Architect,Mid-level,Full-time,On-site,2023,United States,106500,USD,106500,United States,Medium,87330.0
Data Engineer,Executive-level,Full-time,Remote,2023,United States,286000,USD,286000,United States,Medium,234520.0
Data Engineer,Executive-level,Full-time,Remote,2023,United States,207000,USD,207000,United States,Medium,169740.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,178600,USD,178600,United States,Medium,146452.0
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium,180400.0
Research Scientist,Mid-level,Full-time,Remote,2023,United States,210000,USD,210000,United States,Medium,172200.0
Research Scientist,Mid-level,Full-time,Remote,2023,United States,151800,USD,151800,United States,Medium,124475.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,317070,USD,317070,United States,Medium,259997.4
Data Scientist,Senior-level,Full-time,On-site,2023,United States,170730,USD,170730,United States,Medium,139998.6
MLOps Engineer,Mid-level,Full-time,Remote,2023,United States,134000,USD,134000,United States,Medium,109880.0
MLOps Engineer,Mid-level,Full-time,Remote,2023,United States,124000,USD,124000,United States,Medium,101680.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,124500,USD,124500,United States,Medium,102090.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium,143500.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,148700,USD,148700,United States,Medium,121934.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,125600,USD,125600,United States,Medium,102992.0
Research Engineer,Entry-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium,98400.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,185000,USD,185000,United States,Medium,151700.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,120250,USD,120250,United States,Medium,98605.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,183000,USD,183000,United States,Medium,150060.0
Data Architect,Senior-level,Full-time,Remote,2023,United States,125000,USD,125000,United States,Medium,102500.0
Machine Learning Engineer,Mid-level,Full-time,Hybrid,2023,United States,135000,USD,135000,United States,Large,110700.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,143865,USD,143865,United States,Medium,117969.29999999999
Data Engineer,Mid-level,Full-time,On-site,2023,United States,115092,USD,115092,United States,Medium,94375.43999999999
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,90000,USD,90000,United States,Medium,73800.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,173000,USD,173000,United States,Medium,141860.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,132000,USD,132000,United States,Medium,108240.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,208049,USD,208049,United States,Medium,170600.18
Data Analyst,Senior-level,Full-time,On-site,2023,United States,128500,USD,128500,United States,Medium,105370.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,149600,USD,149600,United States,Medium,122671.99999999999
Data Engineer,Mid-level,Full-time,On-site,2023,United States,102000,USD,102000,United States,Medium,83640.0
Data Scientist,Executive-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium,82000.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,190000,USD,190000,United States,Medium,155800.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,151000,USD,151000,United States,Medium,123819.99999999999
Data Analyst,Mid-level,Full-time,On-site,2023,United States,154000,USD,154000,United States,Medium,126279.99999999999
Data Analyst,Mid-level,Full-time,On-site,2023,United States,143000,USD,143000,United States,Medium,117260.0
Data Scientist,Entry-level,Full-time,On-site,2023,United States,190000,USD,190000,United States,Medium,155800.0
Data Scientist,Entry-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium,98400.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,111000,USD,111000,United States,Medium,91020.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,265000,USD,265000,United States,Medium,217300.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,235000,USD,235000,United States,Medium,192700.0
Data Engineer,Mid-level,Full-time,Remote,2023,United States,75000,USD,75000,United States,Medium,61499.99999999999
Data Engineer,Mid-level,Full-time,Remote,2023,United States,60400,USD,60400,United States,Medium,49528.0
Data Analyst,Mid-level,Full-time,Remote,2023,United States,83500,USD,83500,United States,Medium,68470.0
Data Analyst,Mid-level,Full-time,Remote,2023,United States,52500,USD,52500,United States,Medium,43050.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,201036,USD,201036,United States,Medium,164849.52
Data Scientist,Senior-level,Full-time,On-site,2023,United States,134024,USD,134024,United States,Medium,109899.68
Data Engineer,Entry-level,Full-time,Remote,2023,United States,62000,USD,62000,United States,Medium,50840.0
Data Engineer,Entry-level,Full-time,Remote,2023,United States,58000,USD,58000,United States,Medium,47560.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,172000,USD,172000,United States,Medium,141040.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,115000,USD,115000,United States,Medium,94300.0
Data Engineer,Entry-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Medium,102500.0
Data Engineer,Entry-level,Full-time,On-site,2023,United States,90000,USD,90000,United States,Medium,73800.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,139500,USD,139500,United States,Medium,114390.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,109400,USD,109400,United States,Medium,89708.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium,118900.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,239748,USD,239748,United States,Medium,196593.36
Data Scientist,Senior-level,Full-time,On-site,2023,United States,159832,USD,159832,United States,Medium,131062.23999999999
Data Scientist,Senior-level,Full-time,Remote,2023,United States,186300,USD,186300,United States,Medium,152766.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,102500,USD,102500,United States,Medium,84050.0
Data Architect,Senior-level,Full-time,Remote,2023,United States,149040,USD,149040,United States,Medium,122212.79999999999
Data Architect,Senior-level,Full-time,Remote,2023,United States,113900,USD,113900,United States,Medium,93398.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,153600,USD,153600,United States,Medium,125951.99999999999
Data Engineer,Senior-level,Full-time,Remote,2023,United States,106800,USD,106800,United States,Medium,87576.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,172600,USD,172600,United States,Medium,141532.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,107900,USD,107900,United States,Medium,88478.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,180180,USD,180180,United States,Medium,147747.59999999998
Data Analyst,Senior-level,Full-time,On-site,2023,United States,106020,USD,106020,United States,Medium,86936.4
Data Architect,Senior-level,Full-time,Remote,2023,United States,376080,USD,376080,United States,Medium,308385.6
Data Architect,Senior-level,Full-time,Remote,2023,United States,213120,USD,213120,United States,Medium,174758.4
Data Analyst,Senior-level,Full-time,Remote,2023,United States,206500,USD,206500,United States,Medium,169330.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,121600,USD,121600,United States,Medium,99712.0
Cloud Database Engineer,Senior-level,Full-time,Remote,2023,United States,170000,USD,170000,United States,Large,139400.0
Applied Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,90000,USD,90000,United States,Large,73800.0
Data Analyst,Entry-level,Full-time,Remote,2023,United States,95000,USD,95000,United States,Medium,77900.0
Data Analyst,Entry-level,Full-time,Remote,2023,United States,70000,USD,70000,United States,Medium,57400.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,120000,USD,120000,United States,Medium,98400.0
Research Engineer,Senior-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium,143500.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,206000,USD,206000,United States,Medium,168920.0
Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,87000,USD,87000,United States,Medium,71340.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium,118900.0
Data Engineer,Entry-level,Full-time,On-site,2023,United States,115100,USD,115100,United States,Medium,94382.0
Data Engineer,Entry-level,Full-time,On-site,2023,United States,73900,USD,73900,United States,Medium,60598.0
Financial Data Analyst,Mid-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Large,106600.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,205000,USD,205000,United States,Medium,168100.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,141288,USD,141288,United States,Medium,115856.15999999999
Research Scientist,Senior-level,Full-time,On-site,2023,United States,94192,USD,94192,United States,Medium,77237.44
Data Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United States,184000,USD,184000,United States,Medium,150880.0
Data Infrastructure Engineer,Senior-level,Full-time,Remote,2023,United States,143000,USD,143000,United States,Medium,117260.0
ML Engineer,Mid-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,131200.0
ML Engineer,Mid-level,Full-time,On-site,2023,United States,147000,USD,147000,United States,Medium,120540.0
Data Engineer,Executive-level,Full-time,Remote,2023,United States,210914,USD,210914,United States,Medium,172949.47999999998
Data Engineer,Executive-level,Full-time,Remote,2023,United States,116704,USD,116704,United States,Medium,95697.28
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,185700,USD,185700,United States,Medium,152274.0
Analytics Engineer,Mid-level,Full-time,On-site,2023,United States,165000,USD,165000,United States,Medium,135300.0
Data Operations Engineer,Senior-level,Full-time,Remote,2023,United States,193000,USD,193000,United States,Medium,158260.0
Data Operations Engineer,Senior-level,Full-time,Remote,2023,United States,136850,USD,136850,United States,Medium,112217.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,139500,USD,139500,United States,Medium,114390.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,109400,USD,109400,United States,Medium,89708.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,276000,USD,276000,United States,Medium,226320.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,170000,USD,170000,United States,Medium,139400.0
Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Medium,106600.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,163800,USD,163800,United States,Medium,134316.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,126000,USD,126000,United States,Medium,103320.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,106250,USD,106250,United States,Medium,87125.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,167500,USD,167500,United States,Medium,137350.0
Data Engineer,Executive-level,Full-time,On-site,2023,United States,106500,USD,106500,United States,Medium,87330.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,250000,USD,250000,United States,Medium,205000.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,138000,USD,138000,United States,Medium,113160.0
Data Science Manager,Mid-level,Full-time,On-site,2023,United States,104500,USD,104500,United States,Medium,85690.0
Data Science Manager,Mid-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium,57400.0
Data Science Consultant,Mid-level,Full-time,On-site,2023,United States,90000,USD,90000,United States,Medium,73800.0
Data Science Consultant,Mid-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium,57400.0
Research Scientist,Mid-level,Full-time,Remote,2023,United States,125000,USD,125000,United States,Medium,102500.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,127000,USD,127000,United States,Medium,104140.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,210550,USD,210550,United States,Medium,172651.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,153300,USD,153300,United States,Medium,125705.99999999999
Data Scientist,Mid-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium,164000.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,161500,USD,161500,United States,Medium,132430.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,119500,USD,119500,United States,Medium,97990.0
Data Analytics Specialist,Senior-level,Full-time,On-site,2023,United States,105000,USD,105000,United States,Medium,86100.0
Data Analytics Specialist,Senior-level,Full-time,On-site,2023,United States,85000,USD,85000,United States,Medium,69700.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,215000,USD,215000,United States,Medium,176300.0
Research Scientist,Senior-level,Full-time,On-site,2023,United States,146300,USD,146300,United States,Medium,119966.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,153400,USD,153400,United States,Medium,125787.99999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,122700,USD,122700,United States,Medium,100614.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,123900,USD,123900,United States,Medium,101598.0
Research Scientist,Mid-level,Full-time,Remote,2023,United States,340000,USD,340000,United States,Medium,278800.0
Research Scientist,Mid-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Analyst,Senior-level,Full-time,On-site,2023,United States,185900,USD,185900,United States,Medium,152438.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,121700,USD,121700,United States,Medium,99794.0
Data Analyst,Entry-level,Full-time,Remote,2023,Uzbekistan,100000,USD,100000,United States,Large,82000.0
Data Engineer,Executive-level,Full-time,Remote,2023,United States,310000,USD,310000,United States,Medium,254199.99999999997
Data Engineer,Executive-level,Full-time,Remote,2023,United States,239000,USD,239000,United States,Medium,195980.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,150000,USD,150000,United States,Medium,122999.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,149076,USD,149076,United States,Medium,122242.31999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,82365,USD,82365,United States,Medium,67539.3
Data Analyst,Senior-level,Full-time,On-site,2023,United States,85500,USD,85500,United States,Medium,70110.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,97750,USD,97750,United States,Medium,80155.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,116990,USD,116990,United States,Medium,95931.79999999999
Data Scientist,Mid-level,Full-time,Remote,2023,United States,82920,USD,82920,United States,Medium,67994.4
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Small,164000.0
Machine Learning Scientist,Mid-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Small,102500.0
Data Manager,Senior-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Data Manager,Senior-level,Full-time,On-site,2023,United States,140000,USD,140000,United States,Medium,114800.0
Machine Learning Infrastructure Engineer,Mid-level,Full-time,On-site,2023,United States,205920,USD,205920,United States,Medium,168854.4
Machine Learning Infrastructure Engineer,Mid-level,Full-time,On-site,2023,United States,171600,USD,171600,United States,Medium,140712.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,121500,USD,121500,United States,Medium,99630.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,78000,USD,78000,United States,Medium,63959.99999999999
Data Engineer,Mid-level,Full-time,On-site,2023,United States,116000,USD,116000,United States,Medium,95120.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,147600.0
Research Scientist,Mid-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium,151700.0
Research Scientist,Mid-level,Full-time,On-site,2023,United States,125000,USD,125000,United States,Medium,102500.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,122000,USD,122000,United States,Medium,100040.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,93800,USD,93800,United States,Medium,76916.0
Computer Vision Engineer,Entry-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium,180400.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,152380,USD,152380,United States,Medium,124951.59999999999
Data Analyst,Senior-level,Full-time,On-site,2023,United States,121904,USD,121904,United States,Medium,99961.28
Data Architect,Senior-level,Full-time,On-site,2023,United States,168400,USD,168400,United States,Medium,138088.0
Data Architect,Senior-level,Full-time,On-site,2023,United States,105200,USD,105200,United States,Medium,86264.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,128280,USD,128280,United States,Medium,105189.59999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,106900,USD,106900,United States,Medium,87658.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,170500,USD,170500,United States,Medium,139810.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium,65600.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,65000,USD,65000,United States,Medium,53300.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,124740,USD,124740,United States,Medium,102286.79999999999
Data Engineer,Senior-level,Full-time,On-site,2023,United States,65488,USD,65488,United States,Medium,53700.159999999996
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,72200,USD,72200,United States,Medium,59204.0
Data Quality Analyst,Senior-level,Full-time,On-site,2023,United States,64980,USD,64980,United States,Medium,53283.6
Data Analyst,Senior-level,Full-time,Remote,2023,United States,179975,USD,179975,United States,Medium,147579.5
Data Analyst,Senior-level,Full-time,Remote,2023,United States,86466,USD,86466,United States,Medium,70902.12
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium,143500.0
Data Science Manager,Senior-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium,98400.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Data Manager,Senior-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium,98400.0
Machine Learning Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United States,205920,USD,205920,United States,Medium,168854.4
Machine Learning Infrastructure Engineer,Senior-level,Full-time,On-site,2023,United States,171600,USD,171600,United States,Medium,140712.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,265000,USD,265000,United States,Medium,217300.0
Applied Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium,106600.0
